date,store_location,product_id,daily_qty
2023-01-01,Hell's Kitchen,34.0,3.0
2023-01-01,Hell's Kitchen,35.0,10.0
2023-01-01,Hell's Kitchen,36.0,12.0
2023-01-01,Hell's Kitchen,37.0,3.0
2023-01-01,Hell's Kitchen,38.0,7.0
2023-01-01,Hell's Kitchen,39.0,8.0
2023-01-01,Hell's Kitchen,40.0,13.0
2023-01-01,Hell's Kitchen,41.0,6.0
2023-01-01,Hell's Kitchen,42.0,6.0
2023-01-01,Hell's Kitchen,43.0,2.0
2023-01-01,Hell's Kitchen,44.0,5.0
2023-01-01,Hell's Kitchen,45.0,9.0
2023-01-01,Hell's Kitchen,46.0,5.0
2023-01-01,Hell's Kitchen,47.0,6.0
2023-01-01,Hell's Kitchen,48.0,5.0
2023-01-01,Hell's Kitchen,49.0,10.0
2023-01-01,Hell's Kitchen,50.0,10.0
2023-01-01,Hell's Kitchen,51.0,6.0
2023-01-01,Hell's Kitchen,52.0,2.0
2023-01-01,Hell's Kitchen,53.0,11.0
2023-01-01,Hell's Kitchen,54.0,13.0
2023-01-01,Hell's Kitchen,55.0,6.0
2023-01-01,Hell's Kitchen,56.0,4.0
2023-01-01,Hell's Kitchen,57.0,2.0
2023-01-01,Hell's Kitchen,58.0,1.0
2023-01-01,Hell's Kitchen,59.0,3.0
2023-01-01,Hell's Kitchen,60.0,7.0
2023-01-01,Hell's Kitchen,61.0,6.0
2023-01-01,Hell's Kitchen,71.0,2.0
2023-01-01,Hell's Kitchen,72.0,3.0
2023-01-01,Hell's Kitchen,73.0,2.0
2023-01-01,Hell's Kitchen,74.0,1.0
2023-01-01,Hell's Kitchen,75.0,2.0
2023-01-01,Hell's Kitchen,76.0,3.0
2023-01-01,Hell's Kitchen,77.0,2.0
2023-01-01,Hell's Kitchen,78.0,3.0
2023-01-01,Hell's Kitchen,87.0,3.0
2023-01-01,Lower Manhattan,22.0,3.0
2023-01-01,Lower Manhattan,23.0,9.0
2023-01-01,Lower Manhattan,24.0,5.0
2023-01-01,Lower Manhattan,25.0,16.0
2023-01-01,Lower Manhattan,26.0,3.0
2023-01-01,Lower Manhattan,27.0,4.0
2023-01-01,Lower Manhattan,28.0,5.0
2023-01-01,Lower Manhattan,29.0,3.0
2023-01-01,Lower Manhattan,30.0,4.0
2023-01-01,Lower Manhattan,31.0,6.0
2023-01-01,Lower Manhattan,32.0,4.0
2023-01-01,Lower Manhattan,33.0,4.0
2023-01-01,Lower Manhattan,34.0,5.0
2023-01-01,Lower Manhattan,35.0,1.0
2023-01-01,Lower Manhattan,36.0,5.0
2023-01-01,Lower Manhattan,37.0,9.0
2023-01-01,Lower Manhattan,38.0,7.0
2023-01-01,Lower Manhattan,39.0,8.0
2023-01-01,Lower Manhattan,40.0,7.0
2023-01-01,Lower Manhattan,41.0,5.0
2023-01-01,Lower Manhattan,42.0,3.0
2023-01-01,Lower Manhattan,43.0,9.0
2023-01-01,Lower Manhattan,44.0,5.0
2023-01-01,Lower Manhattan,45.0,9.0
2023-01-01,Lower Manhattan,46.0,2.0
2023-01-01,Lower Manhattan,47.0,7.0
2023-01-01,Lower Manhattan,48.0,2.0
2023-01-01,Lower Manhattan,49.0,4.0
2023-01-01,Lower Manhattan,50.0,4.0
2023-01-01,Lower Manhattan,51.0,6.0
2023-01-01,Lower Manhattan,52.0,2.0
2023-01-01,Lower Manhattan,53.0,4.0
2023-01-01,Lower Manhattan,54.0,6.0
2023-01-01,Lower Manhattan,55.0,1.0
2023-01-01,Lower Manhattan,56.0,10.0
2023-01-01,Lower Manhattan,57.0,11.0
2023-01-01,Lower Manhattan,58.0,4.0
2023-01-01,Lower Manhattan,59.0,3.0
2023-01-01,Lower Manhattan,60.0,8.0
2023-01-01,Lower Manhattan,61.0,5.0
2023-01-01,Lower Manhattan,69.0,4.0
2023-01-01,Lower Manhattan,70.0,2.0
2023-01-01,Lower Manhattan,71.0,5.0
2023-01-01,Lower Manhattan,72.0,4.0
2023-01-01,Lower Manhattan,74.0,2.0
2023-01-01,Lower Manhattan,75.0,6.0
2023-01-01,Lower Manhattan,76.0,3.0
2023-01-01,Lower Manhattan,77.0,3.0
2023-01-01,Lower Manhattan,78.0,2.0
2023-01-01,Lower Manhattan,79.0,2.0
2023-01-01,Lower Manhattan,87.0,4.0
2023-01-02,Astoria,22.0,10.0
2023-01-02,Astoria,23.0,10.0
2023-01-02,Astoria,24.0,15.0
2023-01-02,Astoria,25.0,7.0
2023-01-02,Astoria,26.0,11.0
2023-01-02,Astoria,27.0,11.0
2023-01-02,Astoria,28.0,4.0
2023-01-02,Astoria,29.0,6.0
2023-01-02,Astoria,30.0,7.0
2023-01-02,Astoria,31.0,5.0
2023-01-02,Astoria,32.0,6.0
2023-01-02,Astoria,33.0,2.0
2023-01-02,Astoria,34.0,4.0
2023-01-02,Astoria,35.0,2.0
2023-01-02,Astoria,36.0,10.0
2023-01-02,Astoria,37.0,7.0
2023-01-02,Astoria,38.0,6.0
2023-01-02,Astoria,39.0,10.0
2023-01-02,Astoria,40.0,7.0
2023-01-02,Astoria,41.0,1.0
2023-01-02,Astoria,42.0,4.0
2023-01-02,Astoria,43.0,7.0
2023-01-02,Astoria,44.0,4.0
2023-01-02,Astoria,45.0,4.0
2023-01-02,Astoria,46.0,10.0
2023-01-02,Astoria,47.0,6.0
2023-01-02,Astoria,48.0,4.0
2023-01-02,Astoria,49.0,8.0
2023-01-02,Astoria,50.0,5.0
2023-01-02,Astoria,51.0,9.0
2023-01-02,Astoria,52.0,13.0
2023-01-02,Astoria,53.0,12.0
2023-01-02,Astoria,54.0,8.0
2023-01-02,Astoria,55.0,4.0
2023-01-02,Astoria,56.0,3.0
2023-01-02,Astoria,57.0,2.0
2023-01-02,Astoria,58.0,6.0
2023-01-02,Astoria,59.0,3.0
2023-01-02,Astoria,60.0,8.0
2023-01-02,Astoria,61.0,4.0
2023-01-02,Astoria,69.0,1.0
2023-01-02,Astoria,70.0,3.0
2023-01-02,Astoria,71.0,2.0
2023-01-02,Astoria,72.0,5.0
2023-01-02,Astoria,73.0,4.0
2023-01-02,Astoria,74.0,3.0
2023-01-02,Astoria,75.0,4.0
2023-01-02,Astoria,76.0,3.0
2023-01-02,Astoria,77.0,4.0
2023-01-02,Astoria,78.0,3.0
2023-01-02,Astoria,79.0,4.0
2023-01-02,Hell's Kitchen,22.0,5.0
2023-01-02,Hell's Kitchen,23.0,9.0
2023-01-02,Hell's Kitchen,24.0,1.0
2023-01-02,Hell's Kitchen,25.0,7.0
2023-01-02,Hell's Kitchen,26.0,10.0
2023-01-02,Hell's Kitchen,27.0,2.0
2023-01-02,Hell's Kitchen,28.0,12.0
2023-01-02,Hell's Kitchen,29.0,3.0
2023-01-02,Hell's Kitchen,30.0,9.0
2023-01-02,Hell's Kitchen,31.0,6.0
2023-01-02,Hell's Kitchen,32.0,10.0
2023-01-02,Hell's Kitchen,33.0,10.0
2023-01-02,Hell's Kitchen,34.0,6.0
2023-01-02,Hell's Kitchen,35.0,5.0
2023-01-02,Hell's Kitchen,36.0,8.0
2023-01-02,Hell's Kitchen,37.0,3.0
2023-01-02,Hell's Kitchen,38.0,4.0
2023-01-02,Hell's Kitchen,39.0,3.0
2023-01-02,Hell's Kitchen,40.0,5.0
2023-01-02,Hell's Kitchen,41.0,8.0
2023-01-02,Hell's Kitchen,42.0,3.0
2023-01-02,Hell's Kitchen,43.0,6.0
2023-01-02,Hell's Kitchen,44.0,7.0
2023-01-02,Hell's Kitchen,45.0,8.0
2023-01-02,Hell's Kitchen,46.0,11.0
2023-01-02,Hell's Kitchen,47.0,8.0
2023-01-02,Hell's Kitchen,48.0,8.0
2023-01-02,Hell's Kitchen,49.0,5.0
2023-01-02,Hell's Kitchen,50.0,9.0
2023-01-02,Hell's Kitchen,51.0,3.0
2023-01-02,Hell's Kitchen,52.0,8.0
2023-01-02,Hell's Kitchen,53.0,4.0
2023-01-02,Hell's Kitchen,54.0,3.0
2023-01-02,Hell's Kitchen,55.0,6.0
2023-01-02,Hell's Kitchen,56.0,5.0
2023-01-02,Hell's Kitchen,57.0,5.0
2023-01-02,Hell's Kitchen,59.0,7.0
2023-01-02,Hell's Kitchen,60.0,2.0
2023-01-02,Hell's Kitchen,61.0,7.0
2023-01-02,Hell's Kitchen,69.0,4.0
2023-01-02,Hell's Kitchen,70.0,3.0
2023-01-02,Hell's Kitchen,71.0,3.0
2023-01-02,Hell's Kitchen,72.0,3.0
2023-01-02,Hell's Kitchen,73.0,1.0
2023-01-02,Hell's Kitchen,74.0,2.0
2023-01-02,Hell's Kitchen,75.0,1.0
2023-01-02,Hell's Kitchen,76.0,2.0
2023-01-02,Hell's Kitchen,78.0,2.0
2023-01-02,Hell's Kitchen,79.0,2.0
2023-01-02,Hell's Kitchen,87.0,8.0
2023-01-02,Lower Manhattan,22.0,5.0
2023-01-02,Lower Manhattan,23.0,5.0
2023-01-02,Lower Manhattan,24.0,2.0
2023-01-02,Lower Manhattan,25.0,8.0
2023-01-02,Lower Manhattan,26.0,6.0
2023-01-02,Lower Manhattan,27.0,9.0
2023-01-02,Lower Manhattan,28.0,7.0
2023-01-02,Lower Manhattan,29.0,6.0
2023-01-02,Lower Manhattan,30.0,2.0
2023-01-02,Lower Manhattan,31.0,7.0
2023-01-02,Lower Manhattan,32.0,8.0
2023-01-02,Lower Manhattan,33.0,5.0
2023-01-02,Lower Manhattan,34.0,9.0
2023-01-02,Lower Manhattan,37.0,6.0
2023-01-02,Lower Manhattan,38.0,2.0
2023-01-02,Lower Manhattan,39.0,3.0
2023-01-02,Lower Manhattan,40.0,1.0
2023-01-02,Lower Manhattan,41.0,2.0
2023-01-02,Lower Manhattan,42.0,6.0
2023-01-02,Lower Manhattan,43.0,2.0
2023-01-02,Lower Manhattan,44.0,6.0
2023-01-02,Lower Manhattan,46.0,3.0
2023-01-02,Lower Manhattan,47.0,7.0
2023-01-02,Lower Manhattan,48.0,11.0
2023-01-02,Lower Manhattan,50.0,3.0
2023-01-02,Lower Manhattan,51.0,6.0
2023-01-02,Lower Manhattan,52.0,8.0
2023-01-02,Lower Manhattan,53.0,2.0
2023-01-02,Lower Manhattan,54.0,3.0
2023-01-02,Lower Manhattan,55.0,5.0
2023-01-02,Lower Manhattan,56.0,5.0
2023-01-02,Lower Manhattan,57.0,5.0
2023-01-02,Lower Manhattan,58.0,4.0
2023-01-02,Lower Manhattan,59.0,1.0
2023-01-02,Lower Manhattan,60.0,6.0
2023-01-02,Lower Manhattan,61.0,5.0
2023-01-02,Lower Manhattan,69.0,2.0
2023-01-02,Lower Manhattan,70.0,3.0
2023-01-02,Lower Manhattan,71.0,1.0
2023-01-02,Lower Manhattan,73.0,2.0
2023-01-02,Lower Manhattan,74.0,3.0
2023-01-02,Lower Manhattan,75.0,5.0
2023-01-02,Lower Manhattan,76.0,1.0
2023-01-02,Lower Manhattan,77.0,3.0
2023-01-02,Lower Manhattan,78.0,4.0
2023-01-02,Lower Manhattan,79.0,4.0
2023-01-02,Lower Manhattan,87.0,8.0
2023-01-03,Astoria,22.0,7.0
2023-01-03,Astoria,23.0,6.0
2023-01-03,Astoria,24.0,10.0
2023-01-03,Astoria,25.0,9.0
2023-01-03,Astoria,26.0,8.0
2023-01-03,Astoria,27.0,14.0
2023-01-03,Astoria,28.0,6.0
2023-01-03,Astoria,29.0,5.0
2023-01-03,Astoria,30.0,10.0
2023-01-03,Astoria,31.0,3.0
2023-01-03,Astoria,32.0,7.0
2023-01-03,Astoria,33.0,1.0
2023-01-03,Astoria,34.0,6.0
2023-01-03,Astoria,35.0,5.0
2023-01-03,Astoria,36.0,8.0
2023-01-03,Astoria,37.0,9.0
2023-01-03,Astoria,38.0,5.0
2023-01-03,Astoria,39.0,9.0
2023-01-03,Astoria,40.0,5.0
2023-01-03,Astoria,41.0,7.0
2023-01-03,Astoria,42.0,4.0
2023-01-03,Astoria,43.0,6.0
2023-01-03,Astoria,44.0,2.0
2023-01-03,Astoria,45.0,2.0
2023-01-03,Astoria,46.0,6.0
2023-01-03,Astoria,47.0,7.0
2023-01-03,Astoria,48.0,9.0
2023-01-03,Astoria,49.0,9.0
2023-01-03,Astoria,50.0,6.0
2023-01-03,Astoria,51.0,8.0
2023-01-03,Astoria,52.0,1.0
2023-01-03,Astoria,53.0,5.0
2023-01-03,Astoria,54.0,11.0
2023-01-03,Astoria,55.0,8.0
2023-01-03,Astoria,56.0,3.0
2023-01-03,Astoria,57.0,10.0
2023-01-03,Astoria,58.0,5.0
2023-01-03,Astoria,59.0,13.0
2023-01-03,Astoria,60.0,7.0
2023-01-03,Astoria,61.0,3.0
2023-01-03,Astoria,69.0,3.0
2023-01-03,Astoria,70.0,2.0
2023-01-03,Astoria,71.0,2.0
2023-01-03,Astoria,72.0,3.0
2023-01-03,Astoria,74.0,1.0
2023-01-03,Astoria,75.0,2.0
2023-01-03,Astoria,76.0,3.0
2023-01-03,Astoria,77.0,2.0
2023-01-03,Astoria,78.0,2.0
2023-01-03,Astoria,79.0,2.0
2023-01-03,Hell's Kitchen,22.0,8.0
2023-01-03,Hell's Kitchen,23.0,7.0
2023-01-03,Hell's Kitchen,24.0,7.0
2023-01-03,Hell's Kitchen,25.0,10.0
2023-01-03,Hell's Kitchen,26.0,4.0
2023-01-03,Hell's Kitchen,27.0,6.0
2023-01-03,Hell's Kitchen,28.0,2.0
2023-01-03,Hell's Kitchen,29.0,4.0
2023-01-03,Hell's Kitchen,30.0,6.0
2023-01-03,Hell's Kitchen,31.0,3.0
2023-01-03,Hell's Kitchen,32.0,6.0
2023-01-03,Hell's Kitchen,33.0,4.0
2023-01-03,Hell's Kitchen,34.0,3.0
2023-01-03,Hell's Kitchen,35.0,7.0
2023-01-03,Hell's Kitchen,37.0,13.0
2023-01-03,Hell's Kitchen,38.0,7.0
2023-01-03,Hell's Kitchen,39.0,4.0
2023-01-03,Hell's Kitchen,40.0,3.0
2023-01-03,Hell's Kitchen,41.0,3.0
2023-01-03,Hell's Kitchen,42.0,7.0
2023-01-03,Hell's Kitchen,43.0,7.0
2023-01-03,Hell's Kitchen,44.0,8.0
2023-01-03,Hell's Kitchen,45.0,9.0
2023-01-03,Hell's Kitchen,46.0,13.0
2023-01-03,Hell's Kitchen,47.0,4.0
2023-01-03,Hell's Kitchen,48.0,8.0
2023-01-03,Hell's Kitchen,49.0,5.0
2023-01-03,Hell's Kitchen,50.0,14.0
2023-01-03,Hell's Kitchen,51.0,3.0
2023-01-03,Hell's Kitchen,52.0,14.0
2023-01-03,Hell's Kitchen,53.0,8.0
2023-01-03,Hell's Kitchen,54.0,6.0
2023-01-03,Hell's Kitchen,55.0,4.0
2023-01-03,Hell's Kitchen,56.0,6.0
2023-01-03,Hell's Kitchen,57.0,3.0
2023-01-03,Hell's Kitchen,58.0,5.0
2023-01-03,Hell's Kitchen,59.0,7.0
2023-01-03,Hell's Kitchen,60.0,6.0
2023-01-03,Hell's Kitchen,61.0,15.0
2023-01-03,Hell's Kitchen,69.0,3.0
2023-01-03,Hell's Kitchen,70.0,1.0
2023-01-03,Hell's Kitchen,71.0,1.0
2023-01-03,Hell's Kitchen,72.0,3.0
2023-01-03,Hell's Kitchen,73.0,4.0
2023-01-03,Hell's Kitchen,74.0,3.0
2023-01-03,Hell's Kitchen,75.0,3.0
2023-01-03,Hell's Kitchen,76.0,4.0
2023-01-03,Hell's Kitchen,77.0,2.0
2023-01-03,Hell's Kitchen,78.0,3.0
2023-01-03,Hell's Kitchen,79.0,2.0
2023-01-03,Hell's Kitchen,87.0,7.0
2023-01-03,Lower Manhattan,22.0,6.0
2023-01-03,Lower Manhattan,23.0,2.0
2023-01-03,Lower Manhattan,25.0,6.0
2023-01-03,Lower Manhattan,26.0,11.0
2023-01-03,Lower Manhattan,27.0,5.0
2023-01-03,Lower Manhattan,28.0,3.0
2023-01-03,Lower Manhattan,29.0,8.0
2023-01-03,Lower Manhattan,30.0,4.0
2023-01-03,Lower Manhattan,31.0,6.0
2023-01-03,Lower Manhattan,32.0,4.0
2023-01-03,Lower Manhattan,33.0,5.0
2023-01-03,Lower Manhattan,34.0,3.0
2023-01-03,Lower Manhattan,35.0,7.0
2023-01-03,Lower Manhattan,36.0,7.0
2023-01-03,Lower Manhattan,37.0,6.0
2023-01-03,Lower Manhattan,38.0,9.0
2023-01-03,Lower Manhattan,39.0,7.0
2023-01-03,Lower Manhattan,40.0,3.0
2023-01-03,Lower Manhattan,41.0,2.0
2023-01-03,Lower Manhattan,42.0,3.0
2023-01-03,Lower Manhattan,43.0,9.0
2023-01-03,Lower Manhattan,45.0,8.0
2023-01-03,Lower Manhattan,46.0,2.0
2023-01-03,Lower Manhattan,47.0,6.0
2023-01-03,Lower Manhattan,48.0,3.0
2023-01-03,Lower Manhattan,49.0,5.0
2023-01-03,Lower Manhattan,50.0,9.0
2023-01-03,Lower Manhattan,51.0,9.0
2023-01-03,Lower Manhattan,52.0,1.0
2023-01-03,Lower Manhattan,54.0,11.0
2023-01-03,Lower Manhattan,55.0,2.0
2023-01-03,Lower Manhattan,56.0,8.0
2023-01-03,Lower Manhattan,57.0,4.0
2023-01-03,Lower Manhattan,58.0,5.0
2023-01-03,Lower Manhattan,59.0,9.0
2023-01-03,Lower Manhattan,60.0,2.0
2023-01-03,Lower Manhattan,61.0,4.0
2023-01-03,Lower Manhattan,70.0,2.0
2023-01-03,Lower Manhattan,71.0,3.0
2023-01-03,Lower Manhattan,72.0,4.0
2023-01-03,Lower Manhattan,73.0,3.0
2023-01-03,Lower Manhattan,74.0,4.0
2023-01-03,Lower Manhattan,75.0,3.0
2023-01-03,Lower Manhattan,76.0,1.0
2023-01-03,Lower Manhattan,77.0,3.0
2023-01-03,Lower Manhattan,78.0,4.0
2023-01-03,Lower Manhattan,79.0,3.0
2023-01-03,Lower Manhattan,87.0,7.0
2023-01-04,Astoria,22.0,6.0
2023-01-04,Astoria,23.0,10.0
2023-01-04,Astoria,24.0,5.0
2023-01-04,Astoria,25.0,5.0
2023-01-04,Astoria,26.0,5.0
2023-01-04,Astoria,27.0,6.0
2023-01-04,Astoria,28.0,4.0
2023-01-04,Astoria,29.0,7.0
2023-01-04,Astoria,30.0,9.0
2023-01-04,Astoria,31.0,9.0
2023-01-04,Astoria,32.0,1.0
2023-01-04,Astoria,33.0,3.0
2023-01-04,Astoria,34.0,9.0
2023-01-04,Astoria,35.0,7.0
2023-01-04,Astoria,36.0,7.0
2023-01-04,Astoria,37.0,4.0
2023-01-04,Astoria,38.0,4.0
2023-01-04,Astoria,39.0,7.0
2023-01-04,Astoria,40.0,2.0
2023-01-04,Astoria,41.0,2.0
2023-01-04,Astoria,42.0,4.0
2023-01-04,Astoria,43.0,7.0
2023-01-04,Astoria,44.0,4.0
2023-01-04,Astoria,45.0,11.0
2023-01-04,Astoria,46.0,8.0
2023-01-04,Astoria,47.0,7.0
2023-01-04,Astoria,48.0,3.0
2023-01-04,Astoria,49.0,7.0
2023-01-04,Astoria,50.0,6.0
2023-01-04,Astoria,51.0,6.0
2023-01-04,Astoria,52.0,3.0
2023-01-04,Astoria,53.0,7.0
2023-01-04,Astoria,54.0,4.0
2023-01-04,Astoria,55.0,9.0
2023-01-04,Astoria,56.0,9.0
2023-01-04,Astoria,57.0,5.0
2023-01-04,Astoria,58.0,7.0
2023-01-04,Astoria,59.0,11.0
2023-01-04,Astoria,60.0,7.0
2023-01-04,Astoria,61.0,2.0
2023-01-04,Astoria,69.0,2.0
2023-01-04,Astoria,70.0,2.0
2023-01-04,Astoria,71.0,6.0
2023-01-04,Astoria,72.0,3.0
2023-01-04,Astoria,73.0,3.0
2023-01-04,Astoria,74.0,2.0
2023-01-04,Astoria,76.0,3.0
2023-01-04,Astoria,79.0,2.0
2023-01-04,Hell's Kitchen,22.0,6.0
2023-01-04,Hell's Kitchen,23.0,1.0
2023-01-04,Hell's Kitchen,24.0,5.0
2023-01-04,Hell's Kitchen,25.0,9.0
2023-01-04,Hell's Kitchen,26.0,7.0
2023-01-04,Hell's Kitchen,27.0,9.0
2023-01-04,Hell's Kitchen,28.0,4.0
2023-01-04,Hell's Kitchen,29.0,13.0
2023-01-04,Hell's Kitchen,30.0,4.0
2023-01-04,Hell's Kitchen,31.0,4.0
2023-01-04,Hell's Kitchen,32.0,7.0
2023-01-04,Hell's Kitchen,33.0,3.0
2023-01-04,Hell's Kitchen,34.0,11.0
2023-01-04,Hell's Kitchen,35.0,7.0
2023-01-04,Hell's Kitchen,36.0,3.0
2023-01-04,Hell's Kitchen,37.0,7.0
2023-01-04,Hell's Kitchen,38.0,3.0
2023-01-04,Hell's Kitchen,39.0,9.0
2023-01-04,Hell's Kitchen,40.0,8.0
2023-01-04,Hell's Kitchen,41.0,3.0
2023-01-04,Hell's Kitchen,42.0,5.0
2023-01-04,Hell's Kitchen,43.0,2.0
2023-01-04,Hell's Kitchen,44.0,12.0
2023-01-04,Hell's Kitchen,45.0,6.0
2023-01-04,Hell's Kitchen,46.0,10.0
2023-01-04,Hell's Kitchen,47.0,7.0
2023-01-04,Hell's Kitchen,48.0,2.0
2023-01-04,Hell's Kitchen,49.0,3.0
2023-01-04,Hell's Kitchen,50.0,13.0
2023-01-04,Hell's Kitchen,51.0,5.0
2023-01-04,Hell's Kitchen,52.0,2.0
2023-01-04,Hell's Kitchen,53.0,2.0
2023-01-04,Hell's Kitchen,55.0,3.0
2023-01-04,Hell's Kitchen,56.0,7.0
2023-01-04,Hell's Kitchen,57.0,8.0
2023-01-04,Hell's Kitchen,58.0,4.0
2023-01-04,Hell's Kitchen,59.0,9.0
2023-01-04,Hell's Kitchen,60.0,5.0
2023-01-04,Hell's Kitchen,61.0,5.0
2023-01-04,Hell's Kitchen,69.0,1.0
2023-01-04,Hell's Kitchen,70.0,2.0
2023-01-04,Hell's Kitchen,71.0,1.0
2023-01-04,Hell's Kitchen,72.0,3.0
2023-01-04,Hell's Kitchen,74.0,3.0
2023-01-04,Hell's Kitchen,75.0,1.0
2023-01-04,Hell's Kitchen,76.0,2.0
2023-01-04,Hell's Kitchen,78.0,1.0
2023-01-04,Hell's Kitchen,79.0,2.0
2023-01-04,Hell's Kitchen,87.0,7.0
2023-01-04,Lower Manhattan,22.0,9.0
2023-01-04,Lower Manhattan,23.0,5.0
2023-01-04,Lower Manhattan,24.0,9.0
2023-01-04,Lower Manhattan,25.0,2.0
2023-01-04,Lower Manhattan,26.0,2.0
2023-01-04,Lower Manhattan,27.0,9.0
2023-01-04,Lower Manhattan,28.0,6.0
2023-01-04,Lower Manhattan,29.0,3.0
2023-01-04,Lower Manhattan,30.0,5.0
2023-01-04,Lower Manhattan,31.0,5.0
2023-01-04,Lower Manhattan,33.0,2.0
2023-01-04,Lower Manhattan,34.0,8.0
2023-01-04,Lower Manhattan,35.0,5.0
2023-01-04,Lower Manhattan,36.0,6.0
2023-01-04,Lower Manhattan,37.0,2.0
2023-01-04,Lower Manhattan,38.0,2.0
2023-01-04,Lower Manhattan,39.0,3.0
2023-01-04,Lower Manhattan,40.0,7.0
2023-01-04,Lower Manhattan,41.0,2.0
2023-01-04,Lower Manhattan,42.0,4.0
2023-01-04,Lower Manhattan,43.0,3.0
2023-01-04,Lower Manhattan,44.0,3.0
2023-01-04,Lower Manhattan,45.0,11.0
2023-01-04,Lower Manhattan,46.0,2.0
2023-01-04,Lower Manhattan,47.0,3.0
2023-01-04,Lower Manhattan,48.0,2.0
2023-01-04,Lower Manhattan,49.0,6.0
2023-01-04,Lower Manhattan,50.0,9.0
2023-01-04,Lower Manhattan,51.0,7.0
2023-01-04,Lower Manhattan,52.0,8.0
2023-01-04,Lower Manhattan,53.0,1.0
2023-01-04,Lower Manhattan,54.0,7.0
2023-01-04,Lower Manhattan,55.0,4.0
2023-01-04,Lower Manhattan,56.0,4.0
2023-01-04,Lower Manhattan,57.0,5.0
2023-01-04,Lower Manhattan,58.0,2.0
2023-01-04,Lower Manhattan,59.0,3.0
2023-01-04,Lower Manhattan,60.0,2.0
2023-01-04,Lower Manhattan,61.0,5.0
2023-01-04,Lower Manhattan,69.0,2.0
2023-01-04,Lower Manhattan,71.0,6.0
2023-01-04,Lower Manhattan,72.0,3.0
2023-01-04,Lower Manhattan,73.0,4.0
2023-01-04,Lower Manhattan,74.0,2.0
2023-01-04,Lower Manhattan,76.0,2.0
2023-01-04,Lower Manhattan,77.0,3.0
2023-01-04,Lower Manhattan,87.0,3.0
2023-01-05,Astoria,22.0,5.0
2023-01-05,Astoria,23.0,10.0
2023-01-05,Astoria,24.0,1.0
2023-01-05,Astoria,25.0,6.0
2023-01-05,Astoria,26.0,4.0
2023-01-05,Astoria,27.0,5.0
2023-01-05,Astoria,28.0,4.0
2023-01-05,Astoria,29.0,7.0
2023-01-05,Astoria,30.0,3.0
2023-01-05,Astoria,31.0,3.0
2023-01-05,Astoria,32.0,6.0
2023-01-05,Astoria,34.0,5.0
2023-01-05,Astoria,35.0,9.0
2023-01-05,Astoria,36.0,8.0
2023-01-05,Astoria,37.0,12.0
2023-01-05,Astoria,38.0,5.0
2023-01-05,Astoria,39.0,13.0
2023-01-05,Astoria,40.0,4.0
2023-01-05,Astoria,41.0,7.0
2023-01-05,Astoria,42.0,6.0
2023-01-05,Astoria,43.0,9.0
2023-01-05,Astoria,44.0,4.0
